,Date,Unix,Ticker,DE Ratio,Price,sp500
104,2004-01-25 05:32:05,1075005125.0,adbe,0.0,38.04,1143.939941
105,2004-08-21 23:10:00,1093122600.0,adbe,0.0,46.09,1095.170044
106,2004-11-12 17:19:37,1100276377.0,adbe,0.0,58.1,1184.170044
107,2005-02-07 16:20:07,1107789607.0,adbe,0.0,63.67,1201.719971
108,2005-04-05 04:12:22,1112667142.0,adbe,0.0,66.58,1181.390015
109,2005-08-31 10:51:30,1125478290.0,adbe,0.0,27.12,1220.329956
110,2008-12-04 14:30:57,1228397457.0,adbe,0.08,22.54,845.2199710000001
111,2008-12-05 00:15:55,1228432555.0,adbe,0.08,20.44,876.070007
112,2008-12-17 11:42:55,1229510575.0,adbe,0.08,22.32,904.419983
113,2008-12-20 21:49:14,1229806154.0,adbe,0.079,22.13,904.419983
114,2004-01-20 06:29:18,1074576558.0,adi,0.0,50.5,1138.77002
115,2004-05-12 18:46:27,1084380387.0,adi,0.0,45.04,1097.280029
116,2004-06-22 09:09:13,1087888153.0,adi,0.0,45.03,1134.410034
117,2004-08-10 02:07:28,1092096448.0,adi,0.0,35.92,1079.040039
118,2004-11-11 09:56:15,1100163375.0,adi,0.0,38.5,1173.47998
119,2005-01-24 03:34:28,1106534068.0,adi,0.0,34.47,1163.75
120,2005-03-17 01:05:45,1111017945.0,adi,0.0,35.92,1190.209961
121,2005-04-08 23:33:20,1112996000.0,adi,0.0,35.67,1181.199951
122,2005-09-07 23:00:53,1126126853.0,adi,0.0,36.88,1236.359985
123,2005-10-31 08:19:48,1130743188.0,adi,0.0,34.61,1207.01001
124,2003-11-12 17:41:28,1068655288.0,adm,0.733,14.48,1058.530029
125,2004-01-31 04:11:22,1075518682.0,adm,0.703,15.66,1128.47998
126,2004-04-14 16:44:25,1081953865.0,adm,0.789,16.81,1128.170044
127,2004-06-19 13:33:48,1087644828.0,adm,0.848,16.28,1133.560059
128,2004-11-30 07:08:52,1101794932.0,adm,0.613,21.23,1173.819946
129,2005-01-26 00:58:06,1106697486.0,adm,0.613,22.65,1174.069946
130,2005-02-08 21:21:16,1107894076.0,adm,0.613,23.71,1202.300049
131,2005-02-14 20:39:46,1108409986.0,adm,0.528,24.5,1206.140015
132,2007-02-20 08:05:08,1171955108.0,adm,0.541,35.88,1459.680054
133,2007-03-07 08:11:55,1173251515.0,adm,0.541,32.96,1391.969971
134,2007-04-09 12:40:37,1176115237.0,adm,0.541,37.02,1444.609985
135,2007-06-18 03:24:32,1182129872.0,adm,0.597,34.57,1531.050049
136,2007-06-19 05:10:54,1182222654.0,adm,0.597,34.75,1533.699951
137,2007-10-12 05:57:34,1192161454.0,adm,0.47,34.9,1561.800049
138,2008-01-23 23:14:44,1201126484.0,adm,0.62,40.85,1338.599976
139,2009-01-09 16:47:55,1231516075.0,adm,0.628,27.94,890.349976
140,2004-05-12 18:03:39,1084377819.0,adp,0.015,45.7,1097.280029
141,2006-05-29 06:22:46,1148876566.0,adp,0.012,45.98,1280.160034
142,2006-06-27 09:26:37,1151393197.0,adp,0.012,44.48,1239.199951
143,2007-02-20 18:32:39,1171992759.0,adp,0.012,50.7,1459.680054
144,2007-04-28 09:46:50,1177746410.0,adp,0.012,45.17,1495.420044
145,2007-05-28 15:46:58,1180360018.0,adp,0.007,49.23,1515.72998
146,2007-06-30 05:05:33,1183172733.0,adp,0.007,48.47,1506.339966
147,2007-10-22 09:12:40,1193037160.0,adp,0.008,47.52,1506.329956
148,2008-01-23 19:35:35,1201113335.0,adp,0.078,38.56,1338.599976
149,2008-12-07 07:53:01,1228632781.0,adp,0.288,37.59,845.2199710000001
150,2003-10-03 16:48:40,1065192520.0,adsk,0.0,18.44,1029.849976
151,2004-06-20 07:36:21,1087709781.0,adsk,0.0,39.4,1132.050049
152,2004-08-03 23:39:21,1091569161.0,adsk,0.0,39.96,1099.689941
153,2005-02-25 15:10:44,1109340644.0,adsk,0.0,29.83,1211.369995
154,2005-04-19 09:08:08,1113894488.0,adsk,0.0,31.69,1152.780029
155,2004-09-24 17:33:50,1096040030.0,aee,0.804,46.07,1110.109985
156,2004-11-02 15:30:15,1099405815.0,aee,0.804,48.01,1130.560059
157,2005-03-05 21:55:16,1110056116.0,aee,0.974,51.83,1210.079956
158,2005-12-16 06:43:01,1134711781.0,aee,0.863,52.32,1267.319946
159,2006-01-10 11:29:29,1136888969.0,aee,0.863,51.66,1289.689941
160,2007-02-20 06:12:12,1171948332.0,aee,0.965,53.51,1459.680054
161,2007-12-15 01:09:10,1197677350.0,aee,1.02,53.77,1486.589966
162,2008-01-23 19:17:07,1201112227.0,aee,1.02,46.34,1338.599976
163,2008-12-08 10:59:42,1228730382.0,aeo,0.054,9.73,909.7000119999999
164,2009-01-12 14:36:10,1231767370.0,aeo,0.054,10.13,870.26001
165,2004-08-03 23:58:46,1091570326.0,aep,1.754,31.64,1099.689941
166,2004-10-10 13:54:05,1097409245.0,aep,1.739,32.38,1130.650024
167,2005-04-04 22:37:45,1112647065.0,aep,1.435,33.96,1176.119995
168,2007-03-07 02:53:36,1173232416.0,aep,1.342,45.33,1391.969971
169,2007-04-10 20:12:53,1176228773.0,aep,1.457,49.34,1448.390015
170,2008-01-23 20:30:47,1201116647.0,aep,1.55,43.82,1338.599976
171,2003-10-03 17:23:47,1065194627.0,aes,101.18,7.96,1029.849976
172,2003-12-15 21:31:38,1071520298.0,aes,29.748,8.39,1068.040039
173,2004-08-04 00:04:30,1091570670.0,aes,15.619,9.66,1098.630005
174,2004-10-26 04:29:14,1098757754.0,aes,15.619,11.05,1111.089966
175,2004-12-05 09:19:07,1102234747.0,aes,12.944,12.42,1190.329956
176,2005-02-18 08:12:43,1108710763.0,aes,10.698,16.48,1201.589966
177,2007-02-19 02:26:15,1171848375.0,aes,6.513,22.3,1455.540039
178,2007-04-11 05:09:29,1176260969.0,aes,6.513,22.42,1438.869995
179,2008-01-23 21:05:49,1201118749.0,aes,5.378,17.9,1338.599976
180,2008-04-23 21:50:03,1208980203.0,aes,5.687,17.63,1379.930054
181,2004-02-15 08:22:54,1076829774.0,aet,0.211,77.5,1152.109985
182,2004-08-03 20:44:23,1091558663.0,aet,0.193,86.6,1099.689941
183,2004-11-30 04:45:36,1101786336.0,aet,0.178,118.21,1173.819946
184,2005-02-04 06:20:07,1107494407.0,aet,0.178,130.85,1203.030029
185,2005-04-08 02:12:37,1112919157.0,aet,0.177,76.32,1181.199951
186,2005-09-23 17:26:49,1127489209.0,aet,0.17,82.71,1215.290039
187,2006-01-11 03:31:09,1136946669.0,aet,0.172,92.65,1294.180054
188,2007-01-25 23:46:33,1169765193.0,aet,0.253,41.1,1423.900024
189,2007-02-20 08:05:18,1171955118.0,aet,0.253,45.61,1459.680054
190,2007-04-06 18:34:03,1175877243.0,aet,0.272,45.0,1437.77002
191,2008-01-23 22:12:23,1201122743.0,aet,0.31,54.11,1338.599976
192,2008-02-22 22:13:00,1203714780.0,aet,0.31,50.13,1353.109985
193,2008-11-01 10:58:06,1225533486.0,aet,0.389,24.87,930.090027
194,2003-10-03 17:29:50,1065194990.0,afl,0.173,33.43,1029.849976
195,2003-12-07 12:26:30,1070796390.0,afl,0.206,35.47,1069.719971
196,2004-06-27 21:50:24,1088365824.0,afl,0.203,40.4,1140.650024
197,2004-08-29 05:10:22,1093749022.0,afl,0.226,39.99,1105.089966
198,2005-01-25 00:35:34,1106609734.0,afl,0.189,39.58,1168.410034
199,2005-03-17 18:20:48,1111080048.0,afl,0.189,38.22,1190.209961
200,2005-04-06 19:09:19,1112807359.0,afl,0.189,37.0,1184.069946
201,2005-08-28 22:41:53,1125261713.0,afl,0.162,43.93,1212.369995
202,2006-05-28 02:32:55,1148776375.0,afl,0.185,46.78,1272.880005
203,2007-02-20 18:32:53,1171992773.0,afl,0.171,48.45,1459.680054
204,2007-04-08 10:16:28,1176020188.0,afl,0.171,47.92,1443.76001
205,2008-01-23 12:52:38,1201089158.0,afl,0.172,61.31,1338.599976
206,2009-01-29 12:02:15,1233226935.0,afl,0.241,25.06,845.1400150000001
207,2003-11-17 22:46:03,1069105563.0,agn,0.739,76.65,1043.630005
208,2004-06-19 14:49:29,1087649369.0,agn,0.695,91.42,1133.560059
209,2004-08-10 02:33:38,1092098018.0,agn,0.637,69.32,1079.040039
210,2004-11-02 14:09:49,1099400989.0,agn,0.637,72.5,1130.560059
211,2005-03-10 01:40:57,1110415257.0,agn,0.522,75.47,1209.25
212,2005-04-04 23:20:33,1112649633.0,agn,0.522,69.07,1176.119995
213,2005-08-29 12:42:47,1125312167.0,agn,0.51,92.83,1212.280029
214,2006-06-21 09:29:01,1150874941.0,agn,0.47,104.14,1252.199951
215,2007-02-20 16:30:00,1171985400.0,agn,0.544,113.32,1459.680054
216,2007-04-06 22:28:10,1175891290.0,agn,0.544,113.52,1437.77002
217,2008-01-23 23:06:53,1201126013.0,agn,0.449,65.01,1338.599976
218,2008-02-16 18:44:49,1203183889.0,agn,0.436,63.89,1367.209961
219,2008-05-17 08:24:31,1211005471.0,agn,0.429,54.11,1408.660034
220,2004-02-15 09:40:39,1076834439.0,aig,1.15,74.72,1152.109985
221,2004-08-18 11:50:54,1092822654.0,aig,1.173,68.32,1095.170044
222,2005-01-18 04:07:03,1106017623.0,aig,1.162,66.14,1195.97998
223,2005-04-28 12:07:20,1114682840.0,aig,1.162,51.85,1143.219971
224,2006-01-07 18:38:22,1136655502.0,aig,1.294,70.11,1273.459961
225,2006-06-17 17:06:59,1150556819.0,aig,1.384,59.87,1230.040039
226,2007-03-15 06:01:57,1173934917.0,aig,1.687,67.0,1392.280029
227,2007-05-04 05:36:10,1178249770.0,aig,1.687,70.65,1505.619995
228,2007-06-05 04:27:22,1181010442.0,aig,1.614,72.55,1530.949951
229,2007-07-06 07:35:21,1183700121.0,aig,1.614,70.27,1530.439941
230,2008-01-23 16:02:26,1201100546.0,aig,1.918,52.07,1338.599976
231,2008-05-23 12:57:40,1211540260.0,aig,2.282,37.81,1375.930054
232,2008-09-21 02:42:52,1221957772.0,aig,2.411,3.85,1206.51001
233,2008-10-27 11:48:40,1225104520.0,aig,2.411,1.7,848.919983
234,2008-12-17 11:42:57,1229510577.0,aig,3.273,1.8,904.419983
235,2008-12-19 05:47:27,1229662047.0,aig,3.273,1.67,887.8800050000001
236,2009-01-06 14:34:51,1231248891.0,aig,3.273,1.66,934.7000119999999
